omega_eV,CsGeCl3_d0.1,CsGeCl3_d0.15,CsGeCl3_d0.2,CsGeBr3_d0.1,CsGeBr3_d0.15,CsGeBr3_d0.2,CsGeI3_d0.1,CsGeI3_d0.15,CsGeI3_d0.2,CsSnCl3_d0.1,CsSnCl3_d0.15,CsSnCl3_d0.2,CsSnBr3_d0.1,CsSnBr3_d0.15,CsSnBr3_d0.2,CsSnI3_d0.1,CsSnI3_d0.15,CsSnI3_d0.2,CsPbCl3_d0.1,CsPbCl3_d0.15,CsPbCl3_d0.2,CsPbBr3_d0.1,CsPbBr3_d0.15,CsPbBr3_d0.2,CsPbI3_d0.1,CsPbI3_d0.15,CsPbI3_d0.2
1.16455,-2.967277e-03,-4.569820e-03,-5.202807e-03,-7.553741e-02,-9.215897e-02,-6.353251e-02,-1.423735e+00,-1.684467e+00,-1.488317e+00,-3.758942e-02,-5.286276e-02,-5.596009e-02,-4.032112e-01,-4.916414e-01,-4.215780e-01,-1.780785e+00,-2.260794e+00,-2.281678e+00,-6.830670e-04,-1.087400e-03,-1.514793e-03,-3.768548e-02,-5.183814e-02,-6.074857e-02,-3.677516e-01,-5.063616e-01,-6.011415e-01
1.18027,-3.046642e-03,-4.686484e-03,-5.322127e-03,-8.005477e-02,-9.898203e-02,-6.743856e-02,-1.458075e+00,-1.739637e+00,-1.558973e+00,-3.980465e-02,-5.627571e-02,-5.984221e-02,-4.167687e-01,-5.113781e-01,-4.487520e-01,-1.816250e+00,-2.314857e+00,-2.362121e+00,-6.961333e-04,-1.107076e-03,-1.540820e-03,-4.065783e-02,-5.620106e-02,-6.629096e-02,-3.729201e-01,-5.133818e-01,-6.096875e-01
1.19599,-3.129261e-03,-4.807834e-03,-5.445750e-03,-8.461996e-02,-1.060432e-01,-7.130329e-02,-1.489897e+00,-1.793203e+00,-1.628011e+00,-4.196488e-02,-5.956777e-02,-6.365281e-02,-4.302329e-01,-5.316418e-01,-4.760073e-01,-1.850473e+00,-2.368921e+00,-2.441056e+00,-7.095892e-04,-1.127326e-03,-1.567585e-03,-4.351453e-02,-6.049189e-02,-7.184573e-02,-3.775172e-01,-5.206958e-01,-6.179400e-01
1.21171,-3.215331e-03,-4.934148e-03,-5.573906e-03,-8.923648e-02,-1.134706e-01,-7.502429e-02,-1.519325e+00,-1.844238e+00,-1.695704e+00,-4.413326e-02,-6.279489e-02,-6.732603e-02,-4.424747e-01,-5.511846e-01,-5.034644e-01,-1.883611e+00,-2.423491e+00,-2.518430e+00,-7.234519e-04,-1.148173e-03,-1.595120e-03,-4.623160e-02,-6.463481e-02,-7.731880e-02,-3.819071e-01,-5.281856e-01,-6.262793e-01
1.22742,-3.305064e-03,-5.065728e-03,-5.706840e-03,-9.387947e-02,-1.214032e-01,-7.853697e-02,-1.546684e+00,-1.892347e+00,-1.762573e+00,-4.632113e-02,-6.602863e-02,-7.086232e-02,-4.528525e-01,-5.693416e-01,-5.311297e-01,-1.916836e+00,-2.478470e+00,-2.594797e+00,-7.377395e-04,-1.169644e-03,-1.623459e-03,-4.883345e-02,-6.858843e-02,-8.263998e-02,-3.866900e-01,-5.355962e-01,-6.350738e-01
1.24314,-3.398691e-03,-5.202899e-03,-5.844819e-03,-9.871412e-02,-1.299126e-01,-8.184231e-02,-1.572295e+00,-1.937849e+00,-1.829063e+00,-4.851683e-02,-6.930364e-02,-7.431454e-02,-4.619069e-01,-5.865085e-01,-5.588327e-01,-1.951421e+00,-2.533323e+00,-2.670834e+00,-7.524710e-04,-1.191766e-03,-1.652637e-03,-5.135620e-02,-7.235855e-02,-8.775195e-02,-3.922021e-01,-5.427849e-01,-6.443638e-01
1.25886,-3.496465e-03,-5.346016e-03,-5.988130e-03,-1.041724e-01,-1.390577e-01,-8.496490e-02,-1.596377e+00,-1.981241e+00,-1.895147e+00,-5.071141e-02,-7.263272e-02,-7.773880e-02,-4.711595e-01,-6.037071e-01,-5.863825e-01,-1.987741e+00,-2.587968e+00,-2.747061e+00,-7.676669e-04,-1.214570e-03,-1.682690e-03,-5.381920e-02,-7.597468e-02,-9.261958e-02,-3.981953e-01,-5.498613e-01,-6.538160e-01
1.27458,-3.598661e-03,-5.495465e-03,-6.137084e-03,-1.107264e-01,-1.489797e-01,-8.789595e-02,-1.619106e+00,-2.022729e+00,-1.960367e+00,-5.287738e-02,-7.601242e-02,-8.117369e-02,-4.819804e-01,-6.217020e-01,-6.136882e-01,-2.025197e+00,-2.643220e+00,-2.823887e+00,-7.833488e-04,-1.238086e-03,-1.713660e-03,-5.621751e-02,-7.945895e-02,-9.723828e-02,-4.039973e-01,-5.570868e-01,-6.630049e-01
1.29030,-3.705578e-03,-5.651666e-03,-6.292016e-03,-1.185267e-01,-1.598730e-01,-9.058753e-02,-1.640700e+00,-2.062422e+00,-2.024310e+00,-5.492764e-02,-7.938363e-02,-8.462563e-02,-4.944896e-01,-6.404385e-01,-6.407109e-01,-2.062917e+00,-2.700039e+00,-2.901558e+00,-7.995398e-04,-1.262348e-03,-1.745587e-03,-5.851228e-02,-8.281716e-02,-1.016231e-01,-4.090831e-01,-5.646525e-01,-6.718017e-01
1.30602,-3.817547e-03,-5.815082e-03,-6.453291e-03,-1.272529e-01,-1.717859e-01,-9.301131e-02,-1.661442e+00,-2.100651e+00,-2.086880e+00,-5.673433e-02,-8.263243e-02,-8.803076e-02,-5.073197e-01,-6.590890e-01,-6.673831e-01,-2.100280e+00,-2.758442e+00,-2.979905e+00,-8.162643e-04,-1.287390e-03,-1.778518e-03,-6.063402e-02,-8.603387e-02,-1.058022e-01,-4.135538e-01,-5.724989e-01,-6.805035e-01
1.32174,-3.934930e-03,-5.986215e-03,-6.621307e-03,-1.362939e-01,-1.843765e-01,-9.523480e-02,-1.681562e+00,-2.137819e+00,-2.148137e+00,-5.825125e-02,-8.566938e-02,-9.126934e-02,-5.184260e-01,-6.765141e-01,-6.935771e-01,-2.136855e+00,-2.817365e+00,-3.058518e+00,-8.335486e-04,-1.313252e-03,-1.812499e-03,-6.252816e-02,-8.907193e-02,-1.098176e-01,-4.180786e-01,-5.803566e-01,-6.895870e-01
1.33746,-4.058125e-03,-6.165621e-03,-6.796496e-03,-1.450429e-01,-1.967870e-01,-9.743737e-02,-1.701111e+00,-2.174067e+00,-2.208074e+00,-5.960669e-02,-8.851043e-02,-9.425665e-02,-5.265673e-01,-6.918848e-01,-7.190868e-01,-2.172082e+00,-2.875494e+00,-3.137396e+00,-8.514207e-04,-1.339974e-03,-1.847581e-03,-6.422129e-02,-9.189742e-02,-1.137011e-01,-4.233479e-01,-5.880201e-01,-6.993166e-01
1.35318,-4.187574e-03,-6.353910e-03,-6.979331e-03,-1.530913e-01,-2.077547e-01,-9.982456e-02,-1.719968e+00,-2.209324e+00,-2.266613e+00,-6.101166e-02,-9.129660e-02,-9.700232e-02,-5.324046e-01,-7.052275e-01,-7.436434e-01,-2.205244e+00,-2.931965e+00,-3.217020e+00,-8.699104e-04,-1.367598e-03,-1.883821e-03,-6.584368e-02,-9.451528e-02,-1.174383e-01,-4.294789e-01,-5.955467e-01,-7.095026e-01
1.36890,-4.323767e-03,-6.551758e-03,-7.170332e-03,-1.602701e-01,-2.160624e-01,-1.024857e-01,-1.737975e+00,-2.243533e+00,-2.323703e+00,-6.257834e-02,-9.423068e-02,-9.959425e-02,-5.381231e-01,-7.175323e-01,-7.670411e-01,-2.235792e+00,-2.986255e+00,-3.297379e+00,-8.890498e-04,-1.396171e-03,-1.921274e-03,-6.755948e-02,-9.699155e-02,-1.209794e-01,-4.358838e-01,-6.031743e-01,-7.196359e-01
1.38462,-4.467246e-03,-6.759912e-03,-7.370069e-03,-1.665926e-01,-2.212203e-01,-1.053437e-01,-1.755024e+00,-2.276697e+00,-2.379337e+00,-6.424247e-02,-9.744107e-02,-1.021549e-01,-5.457956e-01,-7.302133e-01,-7.893414e-01,-2.263616e+00,-3.037729e+00,-3.377209e+00,-9.088732e-04,-1.425742e-03,-1.960004e-03,-6.944242e-02,-9.943827e-02,-1.242887e-01,-4.417393e-01,-6.110955e-01,-7.293365e-01
1.40033,-4.618621e-03,-6.979202e-03,-7.579172e-03,-1.722355e-01,-2.238759e-01,-1.083419e-01,-1.771046e+00,-2.308739e+00,-2.433486e+00,-6.580580e-02,-1.008805e-01,-1.047667e-01,-5.559890e-01,-7.442339e-01,-8.109278e-01,-2.288984e+00,-3.085663e+00,-3.454530e+00,-9.294174e-04,-1.456365e-03,-2.000078e-03,-7.140369e-02,-1.019393e-01,-1.273848e-01,-4.466683e-01,-6.192950e-01,-7.387028e-01
1.41605,-4.778570e-03,-7.210555e-03,-7.798335e-03,-1.776310e-01,-2.255071e-01,-1.117596e-01,-1.785990e+00,-2.339404e+00,-2.486085e+00,-6.702505e-02,-1.043697e-01,-1.073857e-01,-5.676994e-01,-7.595514e-01,-8.322661e-01,-2.312240e+00,-3.129740e+00,-3.527795e+00,-9.507221e-04,-1.488096e-03,-2.041567e-03,-7.323581e-02,-1.044717e-01,-1.303460e-01,-4.510786e-01,-6.275640e-01,-7.482313e-01
1.43177,-4.947859e-03,-7.455008e-03,-8.028333e-03,-1.834509e-01,-2.276486e-01,-1.163221e-01,-1.799780e+00,-2.368377e+00,-2.537057e+00,-6.773032e-02,-1.077311e-01,-1.098547e-01,-5.792773e-01,-7.752896e-01,-8.535802e-01,-2.333491e+00,-3.170312e+00,-3.596438e+00,-9.728298e-04,-1.520996e-03,-2.084548e-03,-7.474502e-02,-1.069168e-01,-1.332686e-01,-4.558649e-01,-6.356839e-01,-7.583939e-01
1.44749,-5.127353e-03,-7.713724e-03,-8.270026e-03,-1.902576e-01,-2.313315e-01,-1.229227e-01,-1.812300e+00,-2.395467e+00,-2.586326e+00,-6.793279e-02,-1.108899e-01,-1.120234e-01,-5.893910e-01,-7.904549e-01,-8.747315e-01,-2.352364e+00,-3.208077e+00,-3.660698e+00,-9.957866e-04,-1.555133e-03,-2.129105e-03,-7.589248e-02,-1.091549e-01,-1.362047e-01,-4.616702e-01,-6.436215e-01,-7.692166e-01
1.46321,-5.318030e-03,-7.988017e-03,-8.524377e-03,-1.980709e-01,-2.370207e-01,-1.321091e-01,-1.823520e+00,-2.420649e+00,-2.633737e+00,-6.782814e-02,-1.139237e-01,-1.138256e-01,-5.975491e-01,-8.046127e-01,-8.953989e-01,-2.368064e+00,-3.243370e+00,-3.721239e+00,-1.019642e-03,-1.590576e-03,-2.175326e-03,-7.685584e-02,-1.111507e-01,-1.391363e-01,-4.683111e-01,-6.515632e-01,-7.802278e-01
1.47893,-5.521009e-03,-8.279372e-03,-8.792469e-03,-2.063783e-01,-2.447575e-01,-1.437263e-01,-1.833628e+00,-2.443939e+00,-2.678995e+00,-6.767926e-02,-1.170701e-01,-1.152559e-01,-6.042224e-01,-8.180122e-01,-9.154675e-01,-2.379996e+00,-3.275603e+00,-3.778769e+00,-1.044450e-03,-1.627404e-03,-2.223308e-03,-7.794957e-02,-1.129752e-01,-1.420018e-01,-4.748876e-01,-6.597683e-01,-7.908716e-01
1.49465,-5.737567e-03,-8.589478e-03,-9.075521e-03,-2.146748e-01,-2.542408e-01,-1.570598e-01,-1.842983e+00,-2.465370e+00,-2.721803e+00,-6.767978e-02,-1.206503e-01,-1.163481e-01,-6.106112e-01,-8.312035e-01,-9.353117e-01,-2.388554e+00,-3.303564e+00,-3.833620e+00,-1.070268e-03,-1.665699e-03,-2.273156e-03,-7.942197e-02,-1.147808e-01,-1.447282e-01,-4.805436e-01,-6.683316e-01,-8.010210e-01
1.51037,-5.969178e-03,-8.920266e-03,-9.374920e-03,-2.229797e-01,-2.649456e-01,-1.713535e-01,-1.851947e+00,-2.485158e+00,-2.762109e+00,-6.789551e-02,-1.249222e-01,-1.171850e-01,-6.180218e-01,-8.446250e-01,-9.556179e-01,-2.395055e+00,-3.326552e+00,-3.885432e+00,-1.097161e-03,-1.705552e-03,-2.324983e-03,-8.125587e-02,-1.167256e-01,-1.472549e-01,-4.852238e-01,-6.770341e-01,-8.110941e-01
1.52609,-6.217546e-03,-9.273954e-03,-9.692242e-03,-2.317416e-01,-2.763870e-01,-1.861982e-01,-1.860780e+00,-2.503782e+00,-2.800126e+00,-6.829779e-02,-1.299615e-01,-1.178442e-01,-6.270604e-01,-8.584360e-01,-9.767953e-01,-2.400764e+00,-3.345273e+00,-3.933230e+00,-1.125195e-03,-1.747062e-03,-2.378911e-03,-8.313773e-02,-1.188522e-01,-1.495819e-01,-4.897113e-01,-6.855164e-01,-8.216674e-01
1.54181,-6.484654e-03,-9.653099e-03,-1.002929e-02,-2.412008e-01,-2.883434e-01,-2.015229e-01,-1.869610e+00,-2.521781e+00,-2.836108e+00,-6.886635e-02,-1.356505e-01,-1.183081e-01,-6.372108e-01,-8.725048e-01,-9.985260e-01,-2.406066e+00,-3.361472e+00,-3.976119e+00,-1.154447e-03,-1.790335e-03,-2.435074e-03,-8.465918e-02,-1.210343e-01,-1.518106e-01,-4.949276e-01,-6.936785e-01,-8.329361e-01
1.55753,-6.772827e-03,-1.006067e-02,-1.038816e-02,-2.509060e-01,-3.008103e-01,-2.173741e-01,-1.878412e+00,-2.539504e+00,-2.870284e+00,-6.971637e-02,-1.417623e-01,-1.184643e-01,-6.471919e-01,-8.864740e-01,-1.019957e+00,-2.410432e+00,-3.376648e+00,-4.014105e+00,-1.184998e-03,-1.835489e-03,-2.493617e-03,-8.561834e-02,-1.230736e-01,-1.540994e-01,-5.011801e-01,-7.018096e-01,-8.445371e-01
1.57324,-7.084803e-03,-1.050013e-02,-1.077126e-02,-2.599751e-01,-3.137219e-01,-2.337703e-01,-1.887023e+00,-2.557052e+00,-2.902982e+00,-7.112793e-02,-1.480628e-01,-1.181922e-01,-6.558312e-01,-8.999517e-01,-1.040327e+00,-2.412901e+00,-3.391169e+00,-4.048271e+00,-1.216937e-03,-1.882651e-03,-2.554700e-03,-8.619088e-02,-1.248522e-01,-1.565529e-01,-5.079747e-01,-7.102768e-01,-8.559263e-01
1.58896,-7.423828e-03,-1.097556e-02,-1.118140e-02,-2.679001e-01,-3.267481e-01,-2.507344e-01,-1.895196e+00,-2.574326e+00,-2.934640e+00,-7.337555e-02,-1.543225e-01,-1.174381e-01,-6.627979e-01,-9.127442e-01,-1.059408e+00,-2.412679e+00,-3.404420e+00,-4.080236e+00,-1.250363e-03,-1.931960e-03,-2.618495e-03,-8.684202e-02,-1.264088e-01,-1.591433e-01,-5.144420e-01,-7.191749e-01,-8.669062e-01
1.60468,-7.793771e-03,-1.149174e-02,-1.162189e-02,-2.750675e-01,-3.394365e-01,-2.683826e-01,-1.902670e+00,-2.591108e+00,-2.965599e+00,-7.646847e-02,-1.601836e-01,-1.162791e-01,-6.687731e-01,-9.249446e-01,-1.077535e+00,-2.409531e+00,-3.415409e+00,-4.111443e+00,-1.285383e-03,-1.983571e-03,-2.685194e-03,-8.801552e-02,-1.279137e-01,-1.617223e-01,-5.200108e-01,-7.282730e-01,-8.777466e-01
1.62040,-8.199267e-03,-1.205439e-02,-1.209664e-02,-2.824116e-01,-3.515837e-01,-2.868822e-01,-1.909210e+00,-2.607111e+00,-2.995904e+00,-8.005706e-02,-1.650258e-01,-1.149784e-01,-6.750446e-01,-9.368583e-01,-1.095402e+00,-2.403629e+00,-3.423093e+00,-4.142564e+00,-1.322116e-03,-2.037653e-03,-2.755007e-03,-8.979626e-02,-1.295767e-01,-1.641152e-01,-5.248393e-01,-7.372225e-01,-8.888670e-01
1.63612,-8.645889e-03,-1.267032e-02,-1.261028e-02,-2.905295e-01,-3.634286e-01,-3.062777e-01,-1.914580e+00,-2.622030e+00,-3.025321e+00,-8.358882e-02,-1.681099e-01,-1.139600e-01,-6.827379e-01,-9.488992e-01,-1.113719e+00,-2.394887e+00,-3.426397e+00,-4.173053e+00,-1.360695e-03,-2.094392e-03,-2.828163e-03,-9.180826e-02,-1.315009e-01,-1.662369e-01,-5.296798e-01,-7.458541e-01,-9.004813e-01
1.65184,-9.140347e-03,-1.334765e-02,-1.316837e-02,-2.991686e-01,-3.754436e-01,-3.263689e-01,-1.918513e+00,-2.635575e+00,-3.053527e+00,-8.654892e-02,-1.689992e-01,-1.137071e-01,-6.921388e-01,-9.615267e-01,-1.132814e+00,-2.382438e+00,-3.424180e+00,-4.201039e+00,-1.401263e-03,-2.153996e-03,-2.904918e-03,-9.346493e-02,-1.335774e-01,-1.681670e-01,-5.352846e-01,-7.543416e-01,-9.124896e-01
1.66756,-9.690693e-03,-1.409618e-02,-1.377756e-02,-3.075931e-01,-3.879088e-01,-3.467631e-01,-1.920717e+00,-2.647448e+00,-3.080258e+00,-8.866338e-02,-1.678619e-01,-1.146920e-01,-7.026226e-01,-9.751342e-01,-1.152453e+00,-2.364899e+00,-3.415265e+00,-4.223658e+00,-1.443983e-03,-2.216692e-03,-2.985554e-03,-9.440749e-02,-1.355588e-01,-1.701200e-01,-5.418312e-01,-7.630628e-01,-9.246150e-01
1.68328,-1.030650e-02,-1.492758e-02,-1.444581e-02,-3.153930e-01,-4.006647e-01,-3.670479e-01,-1.920927e+00,-2.657320e+00,-3.105300e+00,-9.007110e-02,-1.654072e-01,-1.173405e-01,-7.131982e-01,-9.898057e-01,-1.172138e+00,-2.341229e+00,-3.398608e+00,-4.237797e+00,-1.489035e-03,-2.282737e-03,-3.070387e-03,-9.478536e-02,-1.372651e-01,-1.723009e-01,-5.488216e-01,-7.722846e-01,-9.366378e-01
1.69900,-1.099891e-02,-1.585573e-02,-1.518269e-02,-3.228612e-01,-4.132919e-01,-3.869634e-01,-1.918929e+00,-2.664867e+00,-3.128401e+00,-9.135288e-02,-1.626401e-01,-1.219387e-01,-7.231268e-01,-1.005136e+00,-1.191640e+00,-2.311493e+00,-3.373557e+00,-4.241037e+00,-1.536621e-03,-2.352416e-03,-3.159765e-03,-9.516399e-02,-1.387247e-01,-1.747482e-01,-5.555046e-01,-7.819499e-01,-9.485580e-01
1.71472,-1.178038e-02,-1.689678e-02,-1.599951e-02,-3.306078e-01,-4.255447e-01,-4.064721e-01,-1.914543e+00,-2.669832e+00,-3.149249e+00,-9.325304e-02,-1.606097e-01,-1.285005e-01,-7.322147e-01,-1.020429e+00,-1.211187e+00,-2.277160e+00,-3.340192e+00,-4.232310e+00,-1.586966e-03,-2.426048e-03,-3.254080e-03,-9.613973e-02,-1.401418e-01,-1.773059e-01,-5.614427e-01,-7.917306e-01,-9.605760e-01
1.73043,-1.266387e-02,-1.806886e-02,-1.690937e-02,-3.389506e-01,-4.376026e-01,-4.256696e-01,-1.907624e+00,-2.672027e+00,-3.167585e+00,-9.622249e-02,-1.601181e-01,-1.367284e-01,-7.408236e-01,-1.035179e+00,-1.231113e+00,-2.240826e+00,-3.299635e+00,-4.211924e+00,-1.640326e-03,-2.503992e-03,-3.353770e-03,-9.791685e-02,-1.417536e-01,-1.797495e-01,-5.668029e-01,-8.013136e-01,-9.729305e-01
1.74615,-1.366121e-02,-1.939111e-02,-1.792683e-02,-3.477317e-01,-4.499205e-01,-4.446349e-01,-1.898083e+00,-2.671252e+00,-3.183293e+00,-1.001388e-01,-1.614396e-01,-1.460986e-01,-7.496368e-01,-1.049373e+00,-1.251480e+00,-2.205143e+00,-3.254066e+00,-4.181134e+00,-1.696987e-03,-2.586652e-03,-3.459331e-03,-1.001278e-01,-1.436757e-01,-1.819385e-01,-5.722052e-01,-8.106607e-01,-9.857192e-01
1.76187,-1.478057e-02,-2.088164e-02,-1.906678e-02,-3.565720e-01,-4.628513e-01,-4.634018e-01,-1.885836e+00,-2.667276e+00,-3.196333e+00,-1.043891e-01,-1.642235e-01,-1.559854e-01,-7.591656e-01,-1.063416e+00,-1.272127e+00,-2.171185e+00,-3.206095e+00,-4.141692e+00,-1.757278e-03,-2.674488e-03,-3.571321e-03,-1.020586e-01,-1.458013e-01,-1.838920e-01,-5.782271e-01,-8.199961e-01,-9.988450e-01
1.77759,-1.602420e-02,-2.255458e-02,-2.034232e-02,-3.651837e-01,-4.763612e-01,-4.820560e-01,-1.870719e+00,-2.659890e+00,-3.206592e+00,-1.082245e-01,-1.676624e-01,-1.657703e-01,-7.693904e-01,-1.077873e+00,-1.292921e+00,-2.137664e+00,-3.157660e+00,-4.095445e+00,-1.821568e-03,-2.768021e-03,-3.690372e-03,-1.031614e-01,-1.478555e-01,-1.857859e-01,-5.849257e-01,-8.295818e-01,-1.012120e+00
1.79331,-1.738771e-02,-2.441756e-02,-2.176159e-02,-3.735257e-01,-4.900515e-01,-5.007943e-01,-1.852557e+00,-2.648878e+00,-3.213874e+00,-1.111786e-01,-1.708731e-01,-1.749212e-01,-7.799548e-01,-1.093207e+00,-1.313872e+00,-2.102032e+00,-3.109091e+00,-4.043963e+00,-1.890284e-03,-2.867848e-03,-3.817209e-03,-1.034734e-01,-1.496086e-01,-1.878611e-01,-5.917615e-01,-8.394866e-01,-1.025389e+00
1.80903,-1.886122e-02,-2.647150e-02,-2.332456e-02,-3.817832e-01,-5.034853e-01,-5.198314e-01,-1.831298e+00,-2.633937e+00,-3.217989e+00,-1.133233e-01,-1.733400e-01,-1.830357e-01,-7.905851e-01,-1.109484e+00,-1.335097e+00,-2.062648e+00,-3.059127e+00,-3.988329e+00,-1.963916e-03,-2.974651e-03,-3.952656e-03,-1.036083e-01,-1.510666e-01,-1.902521e-01,-5.979455e-01,-8.494617e-01,-1.038559e+00
1.82475,-2.042989e-02,-2.871306e-02,-2.502210e-02,-3.901850e-01,-5.165640e-01,-5.392213e-01,-1.806990e+00,-2.614677e+00,-3.218716e+00,-1.152142e-01,-1.751661e-01,-1.899153e-01,-8.011652e-01,-1.126222e+00,-1.356755e+00,-2.020057e+00,-3.006052e+00,-3.929181e+00,-2.043027e-03,-3.089220e-03,-4.097663e-03,-1.043373e-01,-1.524642e-01,-1.928756e-01,-6.028949e-01,-8.589917e-01,-1.051585e+00
1.84047,-2.207427e-02,-3.113638e-02,-2.683822e-02,-3.987962e-01,-5.295822e-01,-5.587918e-01,-1.779650e+00,-2.590744e+00,-3.215629e+00,-1.175508e-01,-1.769441e-01,-1.956906e-01,-8.115391e-01,-1.142675e+00,-1.378880e+00,-1.976482e+00,-2.949145e+00,-3.866834e+00,-2.128276e-03,-3.212468e-03,-4.253328e-03,-1.060610e-01,-1.540930e-01,-1.955012e-01,-6.064730e-01,-8.675107e-01,-1.064399e+00
1.85619,-2.377650e-02,-3.373432e-02,-2.875272e-02,-4.075051e-01,-5.428755e-01,-5.782963e-01,-1.749301e+00,-2.561937e+00,-3.207984e+00,-1.207398e-01,-1.793582e-01,-2.008228e-01,-8.214549e-01,-1.158329e+00,-1.401206e+00,-1.934301e+00,-2.889372e+00,-3.801350e+00,-2.220427e-03,-3.345458e-03,-4.420925e-03,-1.085086e-01,-1.561078e-01,-1.979252e-01,-6.088796e-01,-8.746103e-01,-1.076775e+00
1.87191,-2.552873e-02,-3.650570e-02,-3.074194e-02,-4.161907e-01,-5.564567e-01,-5.976301e-01,-1.716214e+00,-2.528222e+00,-3.194808e+00,-1.246229e-01,-1.827613e-01,-2.058727e-01,-8.306909e-01,-1.173073e+00,-1.423171e+00,-1.894725e+00,-2.828920e+00,-3.732721e+00,-2.320381e-03,-3.489436e-03,-4.601942e-03,-1.108807e-01,-1.584116e-01,-2.000882e-01,-6.103268e-01,-8.800647e-01,-1.088209e+00
1.88763,-2.733043e-02,-3.946513e-02,-3.278241e-02,-4.248207e-01,-5.700626e-01,-6.168745e-01,-1.681028e+00,-2.489751e+00,-3.175177e+00,-1.285642e-01,-1.869316e-01,-2.112247e-01,-8.391177e-01,-1.186959e+00,-1.444187e+00,-1.857251e+00,-2.769955e+00,-3.661265e+00,-2.429199e-03,-3.645872e-03,-4.798125e-03,-1.123908e-01,-1.606944e-01,-2.021019e-01,-6.107719e-01,-8.837331e-01,-1.098011e+00
1.90334,-2.918101e-02,-4.264161e-02,-3.485882e-02,-4.334221e-01,-5.834877e-01,-6.361444e-01,-1.644530e+00,-2.446991e+00,-3.148489e+00,-1.318660e-01,-1.911846e-01,-2.169438e-01,-8.467008e-01,-1.200009e+00,-1.463965e+00,-1.820009e+00,-2.713329e+00,-3.587948e+00,-2.548144e-03,-3.816502e-03,-5.011537e-03,-1.128421e-01,-1.626517e-01,-2.042040e-01,-6.098962e-01,-8.855098e-01,-1.105543e+00
1.91906,-3.108545e-02,-4.607014e-02,-3.696650e-02,-4.420779e-01,-5.967654e-01,-6.554514e-01,-1.607292e+00,-2.400809e+00,-3.114596e+00,-1.342356e-01,-1.948435e-01,-2.227860e-01,-8.536106e-01,-1.212301e+00,-1.482596e+00,-1.780932e+00,-2.658058e+00,-3.514129e+00,-2.678722e-03,-4.003402e-03,-5.244626e-03,-1.127955e-01,-1.642269e-01,-2.066154e-01,-6.073475e-01,-8.853312e-01,-1.110413e+00
1.93478,-3.306426e-02,-4.979269e-02,-3.910439e-02,-4.509461e-01,-6.100845e-01,-6.747296e-01,-1.569452e+00,-2.352266e+00,-3.073791e+00,-1.359903e-01,-1.977238e-01,-2.283857e-01,-8.602491e-01,-1.224023e+00,-1.500374e+00,-1.739192e+00,-2.602089e+00,-3.440805e+00,-2.822744e-03,-4.209054e-03,-5.500321e-03,-1.131950e-01,-1.656599e-01,-2.093680e-01,-6.030448e-01,-8.831675e-01,-1.112558e+00
1.95050,-3.515019e-02,-5.386187e-02,-4.127070e-02,-4.601898e-01,-6.236567e-01,-6.939287e-01,-1.530776e+00,-2.302171e+00,-3.026798e+00,-1.378482e-01,-2.002443e-01,-2.335584e-01,-8.668998e-01,-1.235297e+00,-1.517569e+00,-1.695890e+00,-2.543886e+00,-3.368128e+00,-2.982398e-03,-4.436455e-03,-5.782138e-03,-1.147212e-01,-1.673143e-01,-2.122704e-01,-5.972469e-01,-8.790249e-01,-1.112198e+00
1.96622,-3.738005e-02,-5.832812e-02,-4.346745e-02,-4.698668e-01,-6.376364e-01,-7.130547e-01,-1.490912e+00,-2.250745e+00,-2.974698e+00,-1.404432e-01,-2.031248e-01,-2.384669e-01,-8.732949e-01,-1.246008e+00,-1.534272e+00,-1.653360e+00,-2.483656e+00,-3.295680e+00,-3.160340e-03,-4.689234e-03,-6.094327e-03,-1.173130e-01,-1.694323e-01,-2.150571e-01,-5.903534e-01,-8.730124e-01,-1.109644e+00
1.98194,-3.979656e-02,-6.321061e-02,-4.570623e-02,-4.799050e-01,-6.520756e-01,-7.321904e-01,-1.449677e+00,-2.197716e+00,-2.918674e+00,-1.439062e-01,-2.069050e-01,-2.434993e-01,-8.787514e-01,-1.255850e+00,-1.550286e+00,-1.613711e+00,-2.423355e+00,-3.223092e+00,-3.359800e-03,-4.971803e-03,-6.442044e-03,-1.201760e-01,-1.719698e-01,-2.175734e-01,-5.826784e-01,-8.653951e-01,-1.105104e+00
1.99766,-4.243336e-02,-6.846164e-02,-4.800713e-02,-4.901694e-01,-6.669577e-01,-7.515117e-01,-1.407224e+00,-2.142772e+00,-2.859642e+00,-1.477714e-01,-2.115593e-01,-2.489896e-01,-8.828309e-01,-1.264521e+00,-1.565191e+00,-1.577796e+00,-2.365645e+00,-3.150499e+00,-3.584713e-03,-5.289535e-03,-6.831566e-03,-1.222980e-01,-1.745997e-01,-2.198617e-01,-5.743628e-01,-8.565444e-01,-1.098675e+00
2.01338,-4.525598e-02,-7.391732e-02,-5.039287e-02,-5.005502e-01,-6.822567e-01,-7.712285e-01,-1.364043e+00,-2.085980e+00,-2.798072e+00,-1.512543e-01,-2.164620e-01,-2.549836e-01,-8.857365e-01,-1.271865e+00,-1.578637e+00,-1.545236e+00,-2.312515e+00,-3.078741e+00,-3.839849e-03,-5.648961e-03,-7.270532e-03,-1.231593e-01,-1.769217e-01,-2.221359e-01,-5.653980e-01,-8.468116e-01,-1.090496e+00
